id,input,output
76.0,Neuronal cell survival was quantified by MAP2 immunostaining. Released TNF-alpha was measured by ELISA.,"[{'entity1': 'Neuronal cell survival', 'relationship': 'quantified by', 'entity2': 'MAP2 immunostaining'}, {'entity1': 'Released TNF-alpha', 'relationship': 'measured by', 'entity2': 'ELISA'}]"
,"Recent literature delineated the importance of IL-8 and IL-10 in the molecular mechanisms driving GI inflammatory diseases.14,15 The fact that c-MIM-1 includes ULD of IL-8 and LD of IL-10 in its formulation thus motivated the choice of assessing the cellular effects of this medicine in an in vitro model of intestinal inflammation (Figure 2B, red box).","[{'entity1': 'IL-8', 'relationship': 'importance', 'entity2': 'molecular mechanisms driving GI inflammatory diseases'}, {'entity1': 'IL-10', 'relationship': 'importance', 'entity2': 'molecular mechanisms driving GI inflammatory diseases'}, {'entity1': 'c-MIM-1', 'relationship': 'includes', 'entity2': 'ULD of IL-8'}, {'entity1': 'c-MIM-1', 'relationship': 'includes', 'entity2': 'LD of IL-10'}, {'entity1': 'cellular effects of c-MIM-1', 'relationship': 'assessing', 'entity2': 'in vitro model of intestinal inflammation'}]"
,"In a more general approach, c-MIM-2 and c-MIM-3 have been investigated in vitro, on the immune axis in different cell types and inflamed experimental contexts (Figure 2B, blue box).","[{'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'in vitro'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'in vitro'}, {'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'different cell types'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'different cell types'}, {'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'inflamed experimental contexts'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'inflamed experimental contexts'}]"
,"These two formulations employ ULD of IL-1β and TNF-α in association with ULD of PGE2, or ULD of IL-6, IL-13, and OSM, and LD of IL-10, or LD of TGF-β and IL- 1Ra.","[{'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-1β'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'TNF-α'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'ULD of PGE2'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-6'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-13'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'ULD of OSM'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'LD of IL-10'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'LD of TGF-β'}, {'entity1': 'Two formulations', 'relationship': 'employ', 'entity2': 'LD of IL-1Ra'}]"
,"Finally, in the case of c-MIM-4, which employs ULD of both IL-6 and IL-12 in its formulation, as well as IL-4 at LD, one of the goals of this study was to assess its effects using an in vitro preclinical model of neuronal inflammation (Figure 2B, yellow box).","[{'entity1': 'c-MIM-4', 'relationship': 'employs', 'entity2': 'ULD of IL-6'}, {'entity1': 'c-MIM-4', 'relationship': 'employs', 'entity2': 'ULD of IL-12'}, {'entity1': 'c-MIM-4', 'relationship': 'employs', 'entity2': 'LD of IL-4'}, {'entity1': 'effects of c-MIM-4', 'relationship': 'assess', 'entity2': 'in vitro preclinical model of neuronal inflammation'}]"
80.0,"Standard anesthetic techniques were used, and intra-operative monitoring was in accordance with guidelines. Standard guidelines for anti-coagulation therapy were followed.",[]
81.0,"Blood samples were drawn 2 hrs before surgery and 2 hrs after surgery (from the closure of the skin) in 6 mL dry tubes (VACUETTE, Greiner Bio-One, Frickenhausen, Germany), from which serum was isolated.","[{'entity1': 'Blood samples', 'relationship': 'drawn from', 'entity2': 'patients'}, {'entity1': 'Blood samples', 'relationship': 'drawn', 'entity2': 'before surgery'}, {'entity1': 'Blood samples', 'relationship': 'drawn', 'entity2': 'after surgery'}, {'entity1': 'Serum', 'relationship': 'isolated from', 'entity2': 'blood samples'}]"
82.0,"Serum IL-6, IL-10 and CXCL-8 were measured using the Cytometric Bead Array Human Inflammatory Cytokine Kit II (Cat. no. 551811) from BD Biosciences (Franklin Lakes, NJ, USA) after dilution of 5 μL serum in 20 μL PBS according to the manufacturer’s instructions.","[{'entity1': 'IL-6', 'relationship': 'measured in', 'entity2': 'Serum'}, {'entity1': 'IL-10', 'relationship': 'measured in', 'entity2': 'Serum'}, {'entity1': 'CXCL-8', 'relationship': 'measured in', 'entity2': 'Serum'}]"
83.0,"Neutrophil activation markers were measured in serum diluted 1:50 in sample diluent following the manufacturer’s instructions using the Luminex Bio-Plex® 200 system (Bio-Rad Laboratories, Hercules, CA, USA) by means of the one- plex myeloperodidase (MPO) assay (R&D, Abingdon, UK), and the two-plex MMP-9 and lipocalin-2/NGAL (R&D) assay.","[{'entity1': 'Neutrophil activation markers', 'relationship': 'measured in', 'entity2': 'serum'}, {'entity1': 'Myeloperoxidase', 'relationship': 'measured by', 'entity2': 'Luminex assay'}, {'entity1': 'MMP-9', 'relationship': 'measured by', 'entity2': 'Luminex assay'}, {'entity1': 'Lipocalin-2', 'relationship': 'measured by', 'entity2': 'Luminex assay'}]"
84.0,"PAD2 was measured using an in-house PAD2-specific assay on a Luminex platform.25 In brief, the murine monoclonal anti-PAD2 antibody DN2 was coupled to beads, and patient serum diluted 1:3 in sample buffer was added.","[{'entity1': 'PAD2', 'relationship': 'measured in', 'entity2': 'patient serum'}, {'entity1': 'anti-PAD2 antibody', 'relationship': 'used to measure', 'entity2': 'PAD2'}]"
85.0,"PAD activity in serum was determined using a previously described assay for matrix-bound fibrinogen citrullination.13 In brief, Nunc ELISA plates (Roskilde, Denmark) were coated with fibrinogen (1.0 μg/mL).","[{'entity1': 'PAD activity', 'relationship': 'determined in', 'entity2': 'serum'}, {'entity1': 'citrullination', 'relationship': 'target', 'entity2': 'fibrinogen'}, {'entity1': 'fibrinogen', 'relationship': 'used for', 'entity2': 'assay of PAD activity'}]"
86.0,"Peptidylarginine deiminase (PAD) catalyzes citrullination, a post-translational modification that can alter structure, function and antigenicity of proteins. Citrullination in the lungs due to smoking is believed to initiate an anti-citrulline immune response in rheumatoid arthritis.","[{'entity1': 'Peptidylarginine deiminase', 'relationship': 'catalyzes', 'entity2': 'citrullination'}, {'entity1': 'citrullination', 'relationship': 'alter', 'entity2': 'structure, function and antigenicity of proteins'}, {'entity1': 'Citrullination', 'relationship': 'initiate', 'entity2': 'anti-citrulline immune response'}, {'entity1': 'anti-citrulline immune response', 'relationship': 'in', 'entity2': 'rheumatoid arthritis'}]"
87.0,"Citrullination in other inflamed organs has also been demonstrated, but it is not known whether smoking or inflammatory processes in general result in release of relevant amounts of PAD into the circulation with potential to cause citrullination of proteins at various anatomical sites.","[{'entity1': 'Citrullination', 'relationship': 'demonstrated', 'entity2': 'other inflamed organs'}, {'entity1': 'smoking', 'relationship': 'result', 'entity2': 'release of PAD into the circulation'}, {'entity1': 'inflammatory processes', 'relationship': 'result', 'entity2': 'release of PAD into the circulation'}, {'entity1': 'release of PAD into the circulation', 'relationship': 'potential', 'entity2': 'citrullination of proteins at various anatomical sites'}]"
88.0,Coronary artery bypass grafting (CABG) using cardiopulmonary bypass (CPB) induces an acute systemic inflammation response.,"[{'entity1': 'Coronary artery bypass grafting using cardiopulmonary bypass', 'relationship': 'induces', 'entity2': 'acute systemic inflammation response'}]"
89.0,"Neutrophils are considered a major source of PAD2 and PAD4, and PAD released from neutrophils is capable of citrullinating extracellular proteins.","[{'entity1': 'Neutrophils', 'relationship': 'source', 'entity2': 'PAD2 and PAD4'}, {'entity1': 'PAD released from neutrophils', 'relationship': 'capable', 'entity2': 'citrullinating extracellular proteins'}]"
90.0,"Standard anesthetic techniques were used, and intra-operative monitoring was in accordance with guidelines. Standard guidelines for anti-coagulation therapy were followed.","[{'entity1': 'Standard anesthetic techniques', 'relationship': 'used'}, {'entity1': 'intra-operative monitoring', 'relationship': 'accordance', 'entity2': 'guidelines'}, {'entity1': 'Standard guidelines', 'relationship': 'followed', 'entity2': 'anti-coagulation therapy'}]"
91.0,"Blood samples were drawn 2 hrs before surgery and 2 hrs after surgery (from the closure of the skin) in 6 mL dry tubes (VACUETTE, Greiner Bio-One, Frickenhausen, Germany), from which serum was isolated.","[{'entity1': 'Blood samples', 'relationship': 'drawn', 'entity2': '2 hrs before surgery'}, {'entity1': 'Blood samples', 'relationship': 'drawn', 'entity2': '2 hrs after surgery'}]"
92.0,"Serum IL-6, IL-10 and CXCL-8 were measured using the Cytometric Bead Array Human Inflammatory Cytokine Kit II (Cat. no. 551811) from BD Biosciences (Franklin Lakes, NJ, USA) after dilution of 5 μL serum in 20 μL PBS according to the manufacturer’s instructions.","[{'entity1': 'Serum IL-6', 'relationship': 'measured'}, {'entity1': 'Serum IL-10', 'relationship': 'measured'}, {'entity1': 'Serum CXCL-8', 'relationship': 'measured'}]"
93.0,"Neutrophil activation markers were measured in serum diluted 1:50 in sample diluent following the manufacturer’s instructions using the Luminex Bio-Plex® 200 system (Bio-Rad Laboratories, Hercules, CA, USA) by means of the one- plex myeloperodidase (MPO) assay (R&D, Abingdon, UK), and the two-plex MMP-9 and lipocalin-2/NGAL (R&D) assay.","[{'entity1': 'Neutrophil activation markers', 'relationship': 'measured', 'entity2': 'serum'}, {'entity1': 'myeloperoxidase', 'relationship': 'measured', 'entity2': 'serum'}, {'entity1': 'MMP-9', 'relationship': 'measured', 'entity2': 'serum'}, {'entity1': 'lipocalin-2', 'relationship': 'measured', 'entity2': 'serum'}]"
94.0,"The levels of all three molecules increased after surgery (Figure 3A–C). To address the degree of neutrophil activation, we quantified MPO, MMP-9 and lipocalin-2, as markers of degranulation of the primary, secondary and tertiary granules, respectively.","[{'entity1': 'The levels', 'relationship': 'increased', 'entity2': 'after surgery'}, {'entity1': 'MPO', 'relationship': 'quantified'}, {'entity1': 'MMP-9', 'relationship': 'quantified'}, {'entity1': 'lipocalin-2', 'relationship': 'quantified'}]"
95.0,"Citrullination alters the function and antigenicity of
many proteins2,4,27 and is thought
to play a critical
role in the pathogenesis of certain autoimmune diseases,
especially RA.7","[{'entity1': 'Citrullination', 'relationship': 'alters', 'entity2': 'function and antigenicity of many proteins'}, {'entity1': 'Citrullination', 'relationship': 'role', 'entity2': 'pathogenesis of certain autoimmune diseases'}]"
96.0,"Citrullination in this respect is thought
to occur at the very sites of PAD release, eg, in the
lungs, periodontal tissue or gut.15,19,28","[{'entity1': 'Citrullination', 'relationship': 'occur', 'entity2': 'sites of PAD release'}]"
97.0,"In this study, we
put forward the hypothesis that PAD is released into the
circulation following smoking or acute inflammation.","[{'entity1': 'PAD', 'relationship': 'released', 'entity2': 'circulation'}, {'entity1': 'PAD release', 'relationship': 'following', 'entity2': 'smoking'}, {'entity1': 'PAD release', 'relationship': 'following', 'entity2': 'acute inflammation'}]"
98.0,"PAD2 was present in detectable concentrations in the
blood from most patients before surgery, and was found to
be markedly increased after surgery.","[{'entity1': 'PAD2', 'relationship': 'present', 'entity2': 'blood'}, {'entity1': 'PAD2', 'relationship': 'increased', 'entity2': 'after surgery'}]"
99.0,"This was not the case
for PAD4 levels.","[{'entity1': 'PAD4 levels', 'relationship': 'not the case', 'entity2': ''}]"
100.0,"Although smokers tended to have slightly
higher blood levels of PAD2 than non-smokers, there was
a great overlap between our groups.","[{'entity1': 'smokers', 'relationship': 'have', 'entity2': 'higher blood levels of PAD2'}]"
101.0,"Increased amounts of
PAD2 along with increased numbers of macrophages have
previously been shown in the lungs of smokers.","[{'entity1': 'Increased amounts of PAD2', 'relationship': 'along with', 'entity2': 'increased numbers of macrophages'}, {'entity1': 'Increased amounts of PAD2', 'relationship': 'shown', 'entity2': 'lungs of smokers'}]"
